Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,data_record_technique,time_span,resolution,time_span_per_day,population_type,attributes_available,Citation,
56,arabianbabbler_physical_contact_weighted,dragic_babbler57.graphml,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
57,arabianbabbler_association_weighted,dragic_babbler58.graphml,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
58,arabianbabbler_dominance_weighted,dragic_babbler59.graphml,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
59,arabianbabbler_food_sharing_weighted,dragic_babbler60.graphml,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
60,arabianbabbler_grooming_weighted,dragic_babbler61.graphml,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
61,arabianbabbler_foraging_weighted,dragic_babbler62.graphml,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
62,arabianbabbler_physical_contact_weighted,dragic_babbler63.graphml,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
63,arabianbabbler_association_weighted,dragic_babbler64.graphml,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
64,arabianbabbler_dominance_weighted,dragic_babbler65.graphml,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
65,arabianbabbler_food_sharing_weighted,dragic_babbler66.graphml,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
66,arabianbabbler_grooming_weighted,dragic_babbler67.graphml,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
67,arabianbabbler_foraging_weighted,dragic_babbler68.graphml,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
68,arabianbabbler_physical_contact_weighted,dragic_babbler69.graphml,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
69,arabianbabbler_association_weighted,dragic_babbler70.graphml,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
70,arabianbabbler_dominance_weighted,dragic_babbler71.graphml,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
71,arabianbabbler_food_sharing_weighted,dragic_babbler72.graphml,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
72,arabianbabbler_grooming_weighted,dragic_babbler73.graphml,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
73,arabianbabbler_foraging_weighted,dragic_babbler74.graphml,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
74,arabianbabbler_physical_contact_weighted,dragic_babbler75.graphml,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
75,arabianbabbler_association_weighted,dragic_babbler76.graphml,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
76,arabianbabbler_dominance_weighted,dragic_babbler77.graphml,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
77,arabianbabbler_food_sharing_weighted,dragic_babbler78.graphml,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
78,arabianbabbler_grooming_weighted,dragic_babbler79.graphml,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
79,arabianbabbler_foraging_weighted,dragic_babbler80.graphml,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
80,arabianbabbler_physical_contact_weighted,dragic_babbler81.graphml,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",focal_sampling,3 years,NA,3-4 hours,free-ranging,"Age, age_class, breeding_status","Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336",
