Network_ID,Network_Identifier,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_807.graphml,arabianbabbler_foraging_weighted,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,15,0.417,5,3.333,1.491,0.447,-0.258,0.222,0.127,0.572,0.067,0.038,0.567,0.4,0.042,0.123,0.141,0.4375,0.171,0.168,0.43452381,0.426,0.164,0.533,0.138,0.604,0.228,0.533386672,3,3,4,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_808.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,36,1,8,8,0,0,NA,0.222,0.03,0.135,0.028,0.01,0.357,0.261,,0,0,0,0.038,0.052,0.160714286,1,0.539,1,0,0,NA,1,1,9,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_809.graphml,arabianbabbler_association_weighted,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,36,1,8,8,0,0,NA,0.222,0.052,0.234,0.028,0.011,0.393,0.287,,0,0,0,0.085,0.241,0.767857143,1,0.589,1,0,0,NA,1,1,9,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_810.graphml,arabianbabbler_dominance_weighted,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,3,9,21,0.583,6,4.667,2.494,0.534,-1.934,0.222,0.128,0.577,0.048,0.021,0.438,0.371,,0,0,0,0.016,0.03,0.071428571,0.778,0.351,1,0,0,NA,0.999928577,1,7,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_811.graphml,arabianbabbler_food_sharing_weighted,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,31,0.861,8,6.889,0.875,0.127,0.313,0.222,0.053,0.239,0.032,0.021,0.656,0.337,-0.25,0.02,0.011,0.033333333,0.097,0.124,0.321428571,0.864,0.315,0.855,0.008,0.492,0.016,0.516120708,2,4.5,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_812.graphml,arabianbabbler_grooming_weighted,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,2,9,7,0.194,4,1.556,1.165,0.749,1.328,0.222,0.19,0.856,0.143,0.076,0.531,0.538,-0.493,0.135,0.212,0.607142857,0.135,0.212,0.607142857,0,0,0,0.357,0.643,0.555,0.714081691,3,2.666666667,4,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_813.graphml,arabianbabbler_foraging_weighted,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,4,9,6,0.167,4,1.333,1.247,0.935,1.051,0.222,0.224,1.009,0.167,0.053,0.317,0.714,-0.467,0.048,0.095,0.285714286,0.048,0.095,0.285714286,0.241,0.12,0.333,0.208,0.375,0.555,0.833541719,2,3,3,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_814.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,36,1,8,8,0,0,NA,0.222,0.031,0.14,0.028,0.008,0.286,0.256,,0,0,0,0.014,0.039,0.125,1,0.599,1,0,0,NA,1,1,9,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_815.graphml,arabianbabbler_association_weighted,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,36,1,8,8,0,0,NA,0.222,0.033,0.149,0.028,0.006,0.214,0.262,,0,0,0,0,0,0,1,0.698,1,0,0,NA,1,1,9,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_816.graphml,arabianbabbler_food_sharing_weighted,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,9,15,0.417,5,3.333,1.247,0.374,-0.441,0.222,0.095,0.428,0.067,0.031,0.463,0.348,-0.609,0.095,0.105,0.363095238,0.118,0.125,0.386904762,0.181,0.089,0.214,0.124,0.658,0.188,0.466713338,3,3,3,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_817.graphml,arabianbabbler_grooming_weighted,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,9,0.6,4,3,0.577,0.192,0,0.333,0.194,0.583,0.111,0.096,0.865,0.591,-0.038,0.1,0.05,0.15,0.175,0.1,0.316666667,0.417,0.138,0.474,0.068,0.401,0.17,0.666666667,2,3,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_818.graphml,arabianbabbler_foraging_weighted,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,3,6,4,0.267,3,1.333,1.106,0.83,0.1,0.333,0.275,0.826,0.25,0.087,0.348,0.6,-0.714,0.033,0.075,0.2,0.042,0.093,0.25,0.389,0.245,0.6,0,0.5,0,0.500125031,2,2,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_819.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,15,1,5,5,0,0,NA,0.333,0.046,0.138,0.067,0.017,0.254,0.382,,0,0,0,0.017,0.037,0.1,1,0.701,1,0,0,NA,1,1,6,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_820.graphml,arabianbabbler_association_weighted,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,15,1,5,5,0,0,NA,0.333,0.083,0.249,0.067,0.028,0.418,0.424,,0,0,0,0.05,0.112,0.3,1,0.5,1,0,0,NA,1,1,6,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_821.graphml,arabianbabbler_dominance_weighted,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,4,6,3,0.2,2,1,1,1,0,0.333,0.334,1.003,0.333,0.019,0.057,0.692,,0,0,0,0,0,0,0.5,0.47,1,0,0,NA,1,1,3,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_822.graphml,arabianbabbler_food_sharing_weighted,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,6,14,0.933,5,4.667,0.471,0.101,-1.28,0.333,0.103,0.309,0.071,0.047,0.662,0.472,-0.4,0.017,0.012,0.025,0.083,0.055,0.15,0.933,0.309,0.923,0,0,NA,0.999928577,1,6,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_823.graphml,arabianbabbler_grooming_weighted,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,8,22,0.786,7,5.5,1.414,0.257,-2.628,0.25,0.094,0.376,0.045,0.038,0.844,0.363,-0.251,0.036,0.053,0.152380952,0.077,0.085,0.214285714,0.898,0.203,0.869,0.04,0.449,0.089,0.590909091,2,4,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_824.graphml,arabianbabbler_foraging_weighted,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,2,8,10,0.357,4,2.5,1.118,0.447,0,0.25,0.151,0.604,0.1,0.052,0.52,0.531,0.3,0.042,0.038,0.087301587,0.054,0.078,0.214285714,0.333,0.196,0.45,0.068,0.401,0.17,0.6,2,3,3,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_825.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.028,0.112,0.036,0.011,0.306,0.279,,0,0,0,0.018,0.047,0.142857143,1,0.597,1,0,0,NA,1,1,8,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_826.graphml,arabianbabbler_association_weighted,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,8,28,1,7,7,0,0,NA,0.25,0.052,0.208,0.036,0.012,0.333,0.333,,0,0,0,0.018,0.047,0.142857143,1,0.567,1,0,0,NA,1,1,8,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_827.graphml,arabianbabbler_dominance_weighted,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,3,8,15,0.536,5,3.75,2.165,0.577,-1.76,0.25,0.16,0.64,0.067,0.028,0.418,0.414,,0,0,0,0.033,0.059,0.166666667,0.75,0.399,1,0,0,NA,1,1,6,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_828.graphml,arabianbabbler_food_sharing_weighted,Aves,Argya,squamiceps,non_physical_social_interaction,"scrounging- direct theft, joining food patches discovered by others, taking over food patches discovered by others",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,8,27,0.964,7,6.75,0.433,0.064,-1.76,0.25,0.098,0.392,0.037,0.031,0.838,0.404,-0.286,0.006,0.003,0.007936508,0.097,0.141,0.396825397,0.964,0.194,0.962,0,0,NA,1,1,8,2,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_829.graphml,arabianbabbler_grooming_weighted,Aves,Argya,squamiceps,dominance,"brief aggressive and ritualised chases, usually towards a lower ranked individual. ",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,7,8,0.381,4,2.286,1.161,0.508,0.857,0.286,0.216,0.755,0.125,0.101,0.808,0.692,-0.379,0.181,0.22,0.566666667,0.252,0.239,0.6,0.381,0.13,0.4,0.18,0.305,0.59,0.874890639,2,3.5,4,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_830.graphml,arabianbabbler_foraging_weighted,Aves,Argya,squamiceps,food_sharing,Allofeeding- act of an individual feeding another individual within the group. Can be an act of parental care or a dominance display,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,3,7,4,0.19,2,1.143,0.833,0.729,-0.446,0.286,0.236,0.825,0.25,0.087,0.348,0.6,-0.333,0.095,0.112,0.266666667,0.095,0.112,0.266666667,0,0,0,0.219,0.469,0.467,0.749906262,2,2.5,4,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_831.graphml,arabianbabbler_physical_contact_weighted,Aves,Argya,squamiceps,grooming,Allopreening- an individual cleaning and grooming other members of the group,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,7,21,1,6,6,0,0,NA,0.286,0.034,0.119,0.048,0.01,0.208,0.339,,0,0,0,0,0,0,1,0.622,1,0,0,NA,1,1,7,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_832.graphml,arabianbabbler_association_weighted,Aves,Argya,squamiceps,spatial_proximity/ foraging,non-contact interaction. Individuals that are foraging within 1m distance for more than 10 seconds of each other,frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",TRUE,1,7,21,1,6,6,0,0,NA,0.286,0.049,0.171,0.048,0.014,0.292,0.333,,0,0,0,0.029,0.07,0.2,1,0.67,1,0,0,NA,1,1,7,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
Network_833.graphml,arabianbabbler_dominance_weighted,Aves,Argya,squamiceps,physical_contact/ play,"play-fights, tug-of-war and displacements. Several play signals like crouching, rolling over, elevation of sticks, play bow, eye contact, freezing",frequency,"Sheizaf Nature Reserve, Central Arava, Israel",free-ranging,focal_sampling,3 years,NA,3-4 hours,"Age, age_class, breeding_status",FALSE,2,7,15,0.714,5,4.286,1.75,0.408,-3.333,0.286,0.147,0.514,0.067,0.034,0.507,0.418,,0,0,0,0.09,0.222,0.633333333,0.857,0.412,1,0,0,NA,0.999933338,1,6,1,"Dragi?, N., Keynan, O., & Ilany, A. (2021). Multilayer social networks reveal the social complexity of a cooperatively breeding bird. iScience, 24(11), 103336. https://doi.org/10.1016/j.isci.2021.103336"
